DeathCountyCountyName,DeathCOD39ICDCode39Desc,Deaths,Population,SORT
Butler,Chronic liver disease and cirrhosis (K70K73-K74),34,361192,4800
Carroll,Chronic liver disease and cirrhosis (K70K73-K74),1,29062,4802
Champaign,Chronic liver disease and cirrhosis (K70K73-K74),6,40127,4804
Clark,Chronic liver disease and cirrhosis (K70K73-K74),29,139829,4806
Clermont,Chronic liver disease and cirrhosis (K70K73-K74),14,194346,4808
Clinton,Chronic liver disease and cirrhosis (K70K73-K74),3,42576,4810
Columbiana,Chronic liver disease and cirrhosis (K70K73-K74),10,109153,4812
Coshocton,Chronic liver disease and cirrhosis (K70K73-K74),4,37184,4814
Crawford,Chronic liver disease and cirrhosis (K70K73-K74),7,44634,4816
Cuyahoga,Chronic liver disease and cirrhosis (K70K73-K74),152,1301540,4818
Darke,Chronic liver disease and cirrhosis (K70K73-K74),3,52996,4820
Defiance,Chronic liver disease and cirrhosis (K70K73-K74),2,39123,4822
Delaware,Chronic liver disease and cirrhosis (K70K73-K74),7,161796,4824
Erie,Chronic liver disease and cirrhosis (K70K73-K74),13,77668,4826
Fairfield,Chronic liver disease and cirrhosis (K70K73-K74),15,142915,4828
Fayette,Chronic liver disease and cirrhosis (K70K73-K74),1,28908,4830
Franklin,Chronic liver disease and cirrhosis (K70K73-K74),102,1127174,4832
Fulton,Chronic liver disease and cirrhosis (K70K73-K74),3,42800,4834
Gallia,Chronic liver disease and cirrhosis (K70K73-K74),2,30977,4836
Geauga,Chronic liver disease and cirrhosis (K70K73-K74),9,93742,4838
Greene,Chronic liver disease and cirrhosis (K70K73-K74),11,159055,4840
Guernsey,Chronic liver disease and cirrhosis (K70K73-K74),6,40531,4842
Hamilton,Chronic liver disease and cirrhosis (K70K73-K74),90,801815,4844
Hancock,Chronic liver disease and cirrhosis (K70K73-K74),2,74712,4846
Hardin,Chronic liver disease and cirrhosis (K70K73-K74),3,32132,4848
Harrison,Chronic liver disease and cirrhosis (K70K73-K74),4,15901,4850
Henry,Chronic liver disease and cirrhosis (K70K73-K74),4,28671,4852
Highland,Chronic liver disease and cirrhosis (K70K73-K74),2,43845,4854
Hocking,Chronic liver disease and cirrhosis (K70K73-K74),6,29418,4856
Holmes,Chronic liver disease and cirrhosis (K70K73-K74),1,41826,4858
Huron,Chronic liver disease and cirrhosis (K70K73-K74),5,60086,4860
Jackson,Chronic liver disease and cirrhosis (K70K73-K74),4,33144,4862
Jefferson,Chronic liver disease and cirrhosis (K70K73-K74),4,70114,4864
Knox,Chronic liver disease and cirrhosis (K70K73-K74),5,59843,4866
Lake,Chronic liver disease and cirrhosis (K70K73-K74),16,228930,4868
Lawrence,Chronic liver disease and cirrhosis (K70K73-K74),2,62748,4870
Licking,Chronic liver disease and cirrhosis (K70K73-K74),13,162375,4872
Logan,Chronic liver disease and cirrhosis (K70K73-K74),3,46154,4874
Lorain,Chronic liver disease and cirrhosis (K70K73-K74),29,298609,4876
Lucas,Chronic liver disease and cirrhosis (K70K73-K74),61,445482,4878
Madison,Chronic liver disease and cirrhosis (K70K73-K74),8,42392,4880
Mahoning,Chronic liver disease and cirrhosis (K70K73-K74),27,243453,4882
Marion,Chronic liver disease and cirrhosis (K70K73-K74),8,66487,4884
Medina,Chronic liver disease and cirrhosis (K70K73-K74),13,168775,4886
Meigs,Chronic liver disease and cirrhosis (K70K73-K74),7,23612,4888
Mercer,Chronic liver disease and cirrhosis (K70K73-K74),4,41055,4890
Miami,Chronic liver disease and cirrhosis (K70K73-K74),8,102130,4892
Monroe,Chronic liver disease and cirrhosis (K70K73-K74),0,14774,4894
Montgomery,Chronic liver disease and cirrhosis (K70K73-K74),63,540667,4896
Morgan,Chronic liver disease and cirrhosis (K70K73-K74),2,15175,4898
Morrow,Chronic liver disease and cirrhosis (K70K73-K74),2,34937,4900
Muskingum,Chronic liver disease and cirrhosis (K70K73-K74),8,85939,4902
Noble,Chronic liver disease and cirrhosis (K70K73-K74),1,14614,4904
NonOH,Chronic liver disease and cirrhosis (K70K73-K74),0,0,4906
Ottawa,Chronic liver disease and cirrhosis (K70K73-K74),5,41690,4908
Paulding,Chronic liver disease and cirrhosis (K70K73-K74),4,19735,4910
Perry,Chronic liver disease and cirrhosis (K70K73-K74),3,35582,4912
Pickaway,Chronic liver disease and cirrhosis (K70K73-K74),5,55044,4914
Pike,Chronic liver disease and cirrhosis (K70K73-K74),1,28645,4916
Portage,Chronic liver disease and cirrhosis (K70K73-K74),15,159148,4918
Preble,Chronic liver disease and cirrhosis (K70K73-K74),4,42561,4920
Putnam,Chronic liver disease and cirrhosis (K70K73-K74),3,34752,4922
Richland,Chronic liver disease and cirrhosis (K70K73-K74),8,126995,4924
Ross,Chronic liver disease and cirrhosis (K70K73-K74),7,77419,4926
Sandusky,Chronic liver disease and cirrhosis (K70K73-K74),4,61571,4928
Scioto,Chronic liver disease and cirrhosis (K70K73-K74),14,78775,4930
Seneca,Chronic liver disease and cirrhosis (K70K73-K74),4,57289,4932
Shelby,Chronic liver disease and cirrhosis (K70K73-K74),3,49284,4934
Stark,Chronic liver disease and cirrhosis (K70K73-K74),36,376877,4936
Summit,Chronic liver disease and cirrhosis (K70K73-K74),74,544275,4938
Trumbull,Chronic liver disease and cirrhosis (K70K73-K74),23,214296,4940
Tuscarawas,Chronic liver disease and cirrhosis (K70K73-K74),2,92511,4942
Union,Chronic liver disease and cirrhosis (K70K73-K74),6,49906,4944
Unknown,Chronic liver disease and cirrhosis (K70K73-K74),0,0,4946
Van Wert,Chronic liver disease and cirrhosis (K70K73-K74),1,29182,4948
Vinton,Chronic liver disease and cirrhosis (K70K73-K74),2,13566,4950
Warren,Chronic liver disease and cirrhosis (K70K73-K74),17,205258,4952
Washington,Chronic liver disease and cirrhosis (K70K73-K74),7,62253,4954
Wayne,Chronic liver disease and cirrhosis (K70K73-K74),7,114224,4956
Williams,Chronic liver disease and cirrhosis (K70K73-K74),1,38532,4958
Wood,Chronic liver disease and cirrhosis (K70K73-K74),3,125285,4960
Wyandot,Chronic liver disease and cirrhosis (K70K73-K74),3,22716,4962
Adams,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,28538,4968
Allen,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),12,106717,4970
Ashland,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),6,53544,4972
Ashtabula,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),14,102156,4974
Athens,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15,64102,4976
Auglaize,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),9,45977,4978
Belmont,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),9,70430,4980
Brown,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),11,44490,4982
Butler,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),28,361192,4984
Carroll,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,29062,4986
Champaign,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),3,40127,4988
Clark,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35,139829,4990
Clermont,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),21,194346,4992
Clinton,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,42576,4994
Columbiana,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),23,109153,4996
Coshocton,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,37184,4998
Crawford,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),9,44634,5000
Cuyahoga,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),233,1301540,5002
Darke,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),9,52996,5004
Defiance,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,39123,5006
Delaware,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),14,161796,5008
Erie,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),13,77668,5010
Fairfield,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),21,142915,5012
Fayette,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,28908,5014
Franklin,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),166,1127174,5016
Fulton,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,42800,5018
Gallia,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,30977,5020
Geauga,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),14,93742,5022
Greene,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),13,159055,5024
Guernsey,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,40531,5026
Hamilton,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),142,801815,5028
Hancock,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1,74712,5030
Hardin,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,32132,5032
Harrison,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,15901,5034
Henry,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,28671,5036
Highland,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),6,43845,5038
Hocking,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),2,29418,5040
Holmes,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,41826,5042
Huron,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,60086,5044
Jackson,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),3,33144,5046
Jefferson,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),20,70114,5048
Knox,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),11,59843,5050
Lake,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),28,228930,5052
Lawrence,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),17,62748,5054
Licking,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),23,162375,5056
Logan,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),3,46154,5058
Lorain,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),52,298609,5060
Lucas,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),30,445482,5062
Madison,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,42392,5064
Mahoning,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),68,243453,5066
Marion,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,66487,5068
Medina,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),21,168775,5070
Meigs,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,23612,5072
Mercer,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,41055,5074
Miami,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),11,102130,5076
Monroe,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),6,14774,5078
Montgomery,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),76,540667,5080
Morgan,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),2,15175,5082
Morrow,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,34937,5084
Muskingum,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),10,85939,5086
Noble,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1,14614,5088
NonOH,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),0,0,5090
Ottawa,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),2,41690,5092
Paulding,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),2,19735,5094
Perry,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,35582,5096
Pickaway,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,55044,5098
Pike,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,28645,5100
Portage,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),14,159148,5102
Preble,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,42561,5104
Putnam,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),2,34752,5106
Richland,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),26,126995,5108
Ross,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),11,77419,5110
Sandusky,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,61571,5112
Scioto,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),21,78775,5114
Seneca,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,57289,5116
Shelby,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,49284,5118
Stark,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),70,376877,5120
Summit,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),81,544275,5122
Trumbull,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),44,214296,5124
Tuscarawas,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15,92511,5126
Union,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,49906,5128
Unknown,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),0,0,5130
Van Wert,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),7,29182,5132
Vinton,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),4,13566,5134
Warren,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),12,205258,5136
Washington,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),8,62253,5138
Wayne,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),18,114224,5140
Williams,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5,38532,5142
Wood,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15,125285,5144
Wyandot,Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1,22716,5146
Adams,Pregnancy childbirth and the puerperium (O00-O99),1,28538,5152
Allen,Pregnancy childbirth and the puerperium (O00-O99),0,106717,5154
Ashland,Pregnancy childbirth and the puerperium (O00-O99),0,53544,5156
Ashtabula,Pregnancy childbirth and the puerperium (O00-O99),0,102156,5158
Athens,Pregnancy childbirth and the puerperium (O00-O99),0,64102,5160
Auglaize,Pregnancy childbirth and the puerperium (O00-O99),0,45977,5162
Belmont,Pregnancy childbirth and the puerperium (O00-O99),0,70430,5164
Brown,Pregnancy childbirth and the puerperium (O00-O99),1,44490,5166
Butler,Pregnancy childbirth and the puerperium (O00-O99),2,361192,5168
Carroll,Pregnancy childbirth and the puerperium (O00-O99),0,29062,5170
Champaign,Pregnancy childbirth and the puerperium (O00-O99),0,40127,5172
Clark,Pregnancy childbirth and the puerperium (O00-O99),1,139829,5174
Clermont,Pregnancy childbirth and the puerperium (O00-O99),3,194346,5176
Clinton,Pregnancy childbirth and the puerperium (O00-O99),0,42576,5178
Columbiana,Pregnancy childbirth and the puerperium (O00-O99),0,109153,5180
Coshocton,Pregnancy childbirth and the puerperium (O00-O99),0,37184,5182
Crawford,Pregnancy childbirth and the puerperium (O00-O99),0,44634,5184
Cuyahoga,Pregnancy childbirth and the puerperium (O00-O99),3,1301540,5186
Darke,Pregnancy childbirth and the puerperium (O00-O99),0,52996,5188
Defiance,Pregnancy childbirth and the puerperium (O00-O99),0,39123,5190
Delaware,Pregnancy childbirth and the puerperium (O00-O99),0,161796,5192
Erie,Pregnancy childbirth and the puerperium (O00-O99),0,77668,5194
Fairfield,Pregnancy childbirth and the puerperium (O00-O99),1,142915,5196
Fayette,Pregnancy childbirth and the puerperium (O00-O99),0,28908,5198
Franklin,Pregnancy childbirth and the puerperium (O00-O99),3,1127174,5200
Fulton,Pregnancy childbirth and the puerperium (O00-O99),0,42800,5202
Gallia,Pregnancy childbirth and the puerperium (O00-O99),0,30977,5204
Geauga,Pregnancy childbirth and the puerperium (O00-O99),0,93742,5206
Greene,Pregnancy childbirth and the puerperium (O00-O99),1,159055,5208
Guernsey,Pregnancy childbirth and the puerperium (O00-O99),0,40531,5210
Hamilton,Pregnancy childbirth and the puerperium (O00-O99),2,801815,5212
Hancock,Pregnancy childbirth and the puerperium (O00-O99),0,74712,5214
Hardin,Pregnancy childbirth and the puerperium (O00-O99),0,32132,5216
Harrison,Pregnancy childbirth and the puerperium (O00-O99),0,15901,5218
Henry,Pregnancy childbirth and the puerperium (O00-O99),0,28671,5220
Highland,Pregnancy childbirth and the puerperium (O00-O99),0,43845,5222
Hocking,Pregnancy childbirth and the puerperium (O00-O99),0,29418,5224
Holmes,Pregnancy childbirth and the puerperium (O00-O99),0,41826,5226
Huron,Pregnancy childbirth and the puerperium (O00-O99),0,60086,5228
Jackson,Pregnancy childbirth and the puerperium (O00-O99),0,33144,5230
Jefferson,Pregnancy childbirth and the puerperium (O00-O99),0,70114,5232
Knox,Pregnancy childbirth and the puerperium (O00-O99),0,59843,5234
Lake,Pregnancy childbirth and the puerperium (O00-O99),0,228930,5236
Lawrence,Pregnancy childbirth and the puerperium (O00-O99),0,62748,5238
Licking,Pregnancy childbirth and the puerperium (O00-O99),0,162375,5240
Logan,Pregnancy childbirth and the puerperium (O00-O99),0,46154,5242
Lorain,Pregnancy childbirth and the puerperium (O00-O99),0,298609,5244
Lucas,Pregnancy childbirth and the puerperium (O00-O99),4,445482,5246
Madison,Pregnancy childbirth and the puerperium (O00-O99),0,42392,5248
Mahoning,Pregnancy childbirth and the puerperium (O00-O99),0,243453,5250
Marion,Pregnancy childbirth and the puerperium (O00-O99),0,66487,5252
Medina,Pregnancy childbirth and the puerperium (O00-O99),0,168775,5254
Meigs,Pregnancy childbirth and the puerperium (O00-O99),1,23612,5256
Mercer,Pregnancy childbirth and the puerperium (O00-O99),0,41055,5258
Miami,Pregnancy childbirth and the puerperium (O00-O99),0,102130,5260
Monroe,Pregnancy childbirth and the puerperium (O00-O99),0,14774,5262
Montgomery,Pregnancy childbirth and the puerperium (O00-O99),1,540667,5264
Morgan,Pregnancy childbirth and the puerperium (O00-O99),0,15175,5266
Morrow,Pregnancy childbirth and the puerperium (O00-O99),0,34937,5268
Muskingum,Pregnancy childbirth and the puerperium (O00-O99),0,85939,5270
Noble,Pregnancy childbirth and the puerperium (O00-O99),0,14614,5272
NonOH,Pregnancy childbirth and the puerperium (O00-O99),0,0,5274
Ottawa,Pregnancy childbirth and the puerperium (O00-O99),0,41690,5276
Paulding,Pregnancy childbirth and the puerperium (O00-O99),0,19735,5278
Perry,Pregnancy childbirth and the puerperium (O00-O99),0,35582,5280
Pickaway,Pregnancy childbirth and the puerperium (O00-O99),0,55044,5282
Pike,Pregnancy childbirth and the puerperium (O00-O99),0,28645,5284
Portage,Pregnancy childbirth and the puerperium (O00-O99),0,159148,5286
Preble,Pregnancy childbirth and the puerperium (O00-O99),0,42561,5288
Putnam,Pregnancy childbirth and the puerperium (O00-O99),0,34752,5290
Richland,Pregnancy childbirth and the puerperium (O00-O99),0,126995,5292
Ross,Pregnancy childbirth and the puerperium (O00-O99),1,77419,5294
Sandusky,Pregnancy childbirth and the puerperium (O00-O99),0,61571,5296
Scioto,Pregnancy childbirth and the puerperium (O00-O99),0,78775,5298
Seneca,Pregnancy childbirth and the puerperium (O00-O99),0,57289,5300
Shelby,Pregnancy childbirth and the puerperium (O00-O99),0,49284,5302
Stark,Pregnancy childbirth and the puerperium (O00-O99),1,376877,5304
Summit,Pregnancy childbirth and the puerperium (O00-O99),3,544275,5306
Trumbull,Pregnancy childbirth and the puerperium (O00-O99),1,214296,5308
Tuscarawas,Pregnancy childbirth and the puerperium (O00-O99),1,92511,5310
Union,Pregnancy childbirth and the puerperium (O00-O99),1,49906,5312
Unknown,Pregnancy childbirth and the puerperium (O00-O99),0,0,5314
Van Wert,Pregnancy childbirth and the puerperium (O00-O99),0,29182,5316
Vinton,Pregnancy childbirth and the puerperium (O00-O99),1,13566,5318
Warren,Pregnancy childbirth and the puerperium (O00-O99),0,205258,5320
Washington,Pregnancy childbirth and the puerperium (O00-O99),0,62253,5322
Wayne,Pregnancy childbirth and the puerperium (O00-O99),0,114224,5324
Williams,Pregnancy childbirth and the puerperium (O00-O99),0,38532,5326
Wood,Pregnancy childbirth and the puerperium (O00-O99),0,125285,5328
Wyandot,Pregnancy childbirth and the puerperium (O00-O99),0,22716,5330
Adams,Certain conditions originating in the perinatal period (P00-P96),2,28538,5336
Allen,Certain conditions originating in the perinatal period (P00-P96),4,106717,5338
Ashland,Certain conditions originating in the perinatal period (P00-P96),0,53544,5340
Ashtabula,Certain conditions originating in the perinatal period (P00-P96),8,102156,5342
Athens,Certain conditions originating in the perinatal period (P00-P96),1,64102,5344
Auglaize,Certain conditions originating in the perinatal period (P00-P96),1,45977,5346
Belmont,Certain conditions originating in the perinatal period (P00-P96),1,70430,5348
Brown,Certain conditions originating in the perinatal period (P00-P96),1,44490,5350
Butler,Certain conditions originating in the perinatal period (P00-P96),18,361192,5352
Carroll,Certain conditions originating in the perinatal period (P00-P96),0,29062,5354
Champaign,Certain conditions originating in the perinatal period (P00-P96),1,40127,5356
Clark,Certain conditions originating in the perinatal period (P00-P96),5,139829,5358
Clermont,Certain conditions originating in the perinatal period (P00-P96),8,194346,5360
Clinton,Certain conditions originating in the perinatal period (P00-P96),2,42576,5362
Columbiana,Certain conditions originating in the perinatal period (P00-P96),3,109153,5364
Coshocton,Certain conditions originating in the perinatal period (P00-P96),0,37184,5366
Crawford,Certain conditions originating in the perinatal period (P00-P96),1,44634,5368
Cuyahoga,Certain conditions originating in the perinatal period (P00-P96),92,1301540,5370
Darke,Certain conditions originating in the perinatal period (P00-P96),4,52996,5372
Defiance,Certain conditions originating in the perinatal period (P00-P96),2,39123,5374
Delaware,Certain conditions originating in the perinatal period (P00-P96),4,161796,5376
Erie,Certain conditions originating in the perinatal period (P00-P96),1,77668,5378
Fairfield,Certain conditions originating in the perinatal period (P00-P96),9,142915,5380
Fayette,Certain conditions originating in the perinatal period (P00-P96),1,28908,5382
Franklin,Certain conditions originating in the perinatal period (P00-P96),90,1127174,5384
Fulton,Certain conditions originating in the perinatal period (P00-P96),1,42800,5386
Gallia,Certain conditions originating in the perinatal period (P00-P96),1,30977,5388
Geauga,Certain conditions originating in the perinatal period (P00-P96),5,93742,5390
Greene,Certain conditions originating in the perinatal period (P00-P96),3,159055,5392
Guernsey,Certain conditions originating in the perinatal period (P00-P96),1,40531,5394
Hamilton,Certain conditions originating in the perinatal period (P00-P96),70,801815,5396
Hancock,Certain conditions originating in the perinatal period (P00-P96),2,74712,5398
Hardin,Certain conditions originating in the perinatal period (P00-P96),1,32132,5400
Harrison,Certain conditions originating in the perinatal period (P00-P96),0,15901,5402
Henry,Certain conditions originating in the perinatal period (P00-P96),1,28671,5404
Highland,Certain conditions originating in the perinatal period (P00-P96),1,43845,5406
Hocking,Certain conditions originating in the perinatal period (P00-P96),1,29418,5408
Holmes,Certain conditions originating in the perinatal period (P00-P96),0,41826,5410
Huron,Certain conditions originating in the perinatal period (P00-P96),1,60086,5412
Jackson,Certain conditions originating in the perinatal period (P00-P96),3,33144,5414
Jefferson,Certain conditions originating in the perinatal period (P00-P96),2,70114,5416
Knox,Certain conditions originating in the perinatal period (P00-P96),4,59843,5418
Lake,Certain conditions originating in the perinatal period (P00-P96),7,228930,5420
Lawrence,Certain conditions originating in the perinatal period (P00-P96),7,62748,5422
Licking,Certain conditions originating in the perinatal period (P00-P96),4,162375,5424
Logan,Certain conditions originating in the perinatal period (P00-P96),0,46154,5426
Lorain,Certain conditions originating in the perinatal period (P00-P96),15,298609,5428
Lucas,Certain conditions originating in the perinatal period (P00-P96),29,445482,5430
Madison,Certain conditions originating in the perinatal period (P00-P96),2,42392,5432
Mahoning,Certain conditions originating in the perinatal period (P00-P96),12,243453,5434
Marion,Certain conditions originating in the perinatal period (P00-P96),3,66487,5436
Medina,Certain conditions originating in the perinatal period (P00-P96),4,168775,5438
Meigs,Certain conditions originating in the perinatal period (P00-P96),0,23612,5440
Mercer,Certain conditions originating in the perinatal period (P00-P96),0,41055,5442
Miami,Certain conditions originating in the perinatal period (P00-P96),2,102130,5444
Monroe,Certain conditions originating in the perinatal period (P00-P96),1,14774,5446
Montgomery,Certain conditions originating in the perinatal period (P00-P96),24,540667,5448
Morgan,Certain conditions originating in the perinatal period (P00-P96),1,15175,5450
Morrow,Certain conditions originating in the perinatal period (P00-P96),1,34937,5452
Muskingum,Certain conditions originating in the perinatal period (P00-P96),6,85939,5454
Noble,Certain conditions originating in the perinatal period (P00-P96),1,14614,5456
NonOH,Certain conditions originating in the perinatal period (P00-P96),0,0,5458
Ottawa,Certain conditions originating in the perinatal period (P00-P96),2,41690,5460
Paulding,Certain conditions originating in the perinatal period (P00-P96),1,19735,5462
Perry,Certain conditions originating in the perinatal period (P00-P96),1,35582,5464
Pickaway,Certain conditions originating in the perinatal period (P00-P96),2,55044,5466
Pike,Certain conditions originating in the perinatal period (P00-P96),1,28645,5468
Portage,Certain conditions originating in the perinatal period (P00-P96),10,159148,5470
Preble,Certain conditions originating in the perinatal period (P00-P96),2,42561,5472
Putnam,Certain conditions originating in the perinatal period (P00-P96),0,34752,5474
Richland,Certain conditions originating in the perinatal period (P00-P96),5,126995,5476
Ross,Certain conditions originating in the perinatal period (P00-P96),3,77419,5478
Sandusky,Certain conditions originating in the perinatal period (P00-P96),4,61571,5480
Scioto,Certain conditions originating in the perinatal period (P00-P96),4,78775,5482
Seneca,Certain conditions originating in the perinatal period (P00-P96),0,57289,5484
Shelby,Certain conditions originating in the perinatal period (P00-P96),1,49284,5486
Stark,Certain conditions originating in the perinatal period (P00-P96),18,376877,5488
Summit,Certain conditions originating in the perinatal period (P00-P96),23,544275,5490
Trumbull,Certain conditions originating in the perinatal period (P00-P96),12,214296,5492
Tuscarawas,Certain conditions originating in the perinatal period (P00-P96),2,92511,5494
Union,Certain conditions originating in the perinatal period (P00-P96),1,49906,5496
Unknown,Certain conditions originating in the perinatal period (P00-P96),0,0,5498
Van Wert,Certain conditions originating in the perinatal period (P00-P96),0,29182,5500
Vinton,Certain conditions originating in the perinatal period (P00-P96),1,13566,5502
Warren,Certain conditions originating in the perinatal period (P00-P96),5,205258,5504
Washington,Certain conditions originating in the perinatal period (P00-P96),1,62253,5506
Wayne,Certain conditions originating in the perinatal period (P00-P96),6,114224,5508
Williams,Certain conditions originating in the perinatal period (P00-P96),0,38532,5510
Wood,Certain conditions originating in the perinatal period (P00-P96),6,125285,5512
Wyandot,Certain conditions originating in the perinatal period (P00-P96),0,22716,5514
Adams,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),1,28538,5520
